dokument nr,navn,"format (vidnesbyrd, breve, bøger,Soliloquies, Biographical Sketches",årstal,måned,dag,afsenderby,modtager,modtagerby,incomplete,antal kapitler,"""bog""",tilføjelser,oversætter,,religiøse oplevelser,genre-forkortelser
295,"295. To the prioress and community, Valladolid",letter,1579,5,31,Avila,the prioress and community,Valladolid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
296,"296. To Madre María Bautista, Valladolid",letter,1579,6,9,Avila,Madre María Bautista,Valladolid,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
297,"297. To Padre Jerónimo Gracián, Alcalá",letter,1579,6,10,Avila,Padre Jerónimo Gracián,Alcalá,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
298,"298. To Madre Inés de Jesús (?), Medina",letter,1579,6,NA,Avila,"Madre Inés de Jesús (?), ",Medina,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
299,"299. To Madre Ana de la Encarnación, Salamanca",letter,1579,6,18,Avila,Madre Ana de la Encarnación,Salamanca,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
300,"300. To Madre María Bautista, Valladolid",letter,1579,6,21,Avila,Madre María Bautista,Valladolid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
301,"301. To Madre María de San José, Seville",letter,1579,6,24,Avila,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
302,"302. To Padre Jerónimo Gracián, Alcalá",letter,1579,7,7,Avila,Padre Jerónimo Gracián,Alcalá,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
303,"303. To Padre Jerónimo Gracián, Alcalá",letter,1579,7,18,Valladolid,Padre Jerónimo Gracián,Alcalá,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
304,"304. To Madre María de San José, Seville",letter,1579,7,22,Valladolid,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
305,"305. To Don Teutonio de Braganza, Evora",letter,1579,7,22,Valladolid,Don Teutonio de Braganza,Evora,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
306,"306. To Roque de Huerta, Madrid",letter,1579,7,23,Valladolid,Roque de Huerta,Madrid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
307,"307. To Padre Jerónimo Gracián, Alcalá",letter,1579,7,25,Valladolid,Padre Jerónimo Gracián,Alcalá,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
308,"308. To Roque de Huerta, Madrid",letter,1579,7,26,Valladolid,Roque de Huerta,Madrid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
309,"309. To Don Lorenzo de Cepeda, Avila",letter,1579,7,27,Valladolid,Don Lorenzo de Cepeda,Avila,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
310,"310. To Doña Inés Nieto, Alba",letter,1579,9,17,Salamanca,Doña Inés Nieto,Alba,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
311,"311. To Padre Jerónimo Gracián, Alcalá",letter,1579,10,4,Salamanca,Padre Jerónimo Gracián,Alcalá,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
312,"312. To Don Pedro Juan de Casademonte, Medina",letter,1579,10,10,Salamanca,Don Pedro Juan de Casademonte,Medina,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
313,"313. To Doña Isabel Osorio, Madrid",letter,1579,11,19,Toledo,Doña Isabel Osorio,Madrid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
314,"314. To Doña Isabel Osorio, Madrid",letter,1579,12,3,Malagón,Doña Isabel Osorio,Madrid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
315,"315. To Padre Jerónimo Gracián, Alcalá (?)",letter,1579,11,NA,Malagón,Padre Jerónimo Gracián,Alcalá ,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
316,"316. To Padre Jerónimo Gracián, Alcalá",letter,1579,12,12,Malagón,Padre Jerónimo Gracián,Alcalá,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
317,"317. To Padre Jerónimo Gracián, Alcalá",letter,1579,12,18,Malagón,Padre Jerónimo Gracián,Alcalá,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
318,"318. To Padre Nicolás Doria, Seville",letter,1579,12,21,Malagón,Padre Nicolás Doria,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
319,"319. To Madre María de San José, Seville",letter,1579,12,NA,Malagón,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
320,"320. To Padre Jerónimo Gracián, Alcalá",letter,1579,12,NA,Malagón,Padre Jerónimo Gracián,Alcalá,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
321,"321. To Madre María Bautista, Valladolid",letter,1579,NA,NA,NA,Madre María Bautista,Valladolid,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
322,322. To Padre Jerónimo Gracián,letter,1580,1,10,Malagón,Padre Jerónimo Gracián,NA,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
323,"323. To Madre Ana de San Alberto, Caravaca",letter,1580,1,NA,Malagón,Madre Ana de San Alberto,Caravaca,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
324,"324. To Padre Jerónimo Gracián, Alcalá",letter,1580,1,11,Malagón,Padre Jerónimo Gracián,Alcalá,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
325,"325. To Padre Nicolás Doria, Seville",letter,1580,1,13,Malagón,Padre Nicolás Doria,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
326,"326. To The Discalced Carmelite Nuns, Seville",letter,1580,1,13,Malagón,The Discalced Carmelite Nuns,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
327,"327. To Doña Juana de Ahumada, Alba",letter,1580,1,NA,Malagón,Doña Juana de Ahumada,Alba,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
328,"328. To Padre Jerónimo Gracián, Alcalá",letter,1580,1,15,Malagón,Padre Jerónimo Gracián,Alcalá,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
329,"329. To Sister María de Jesús, Beas",letter,1580,2,NA,Malagón,Sister María de Jesús,Beas,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
330,"330. To Madre María de San José, Seville",letter,1580,2,1,Malagón,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
331,"331. To Madre María de San José, Seville",letter,1580,2,8,Malagón,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
332,"332. To Don Lorenzo de Cepeda, La Serna (Avila)",letter,1580,2,9,Malagón,Don Lorenzo de Cepeda,La Serna (Avila),0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
333,333. To Padre Jerónimo Gracián,letter,1580,2,11,Malagón,Padre Jerónimo Gracián,NA,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
334,"334. To Padre Jerónimo Gracián, Madrid",letter,1580,2,12,Malagón,Padre Jerónimo Gracián,Madrid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
335,"335. To Madre María de San José, Seville",letter,1580,4,3,Toledo,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
336,"336. To Doña Isabel Osorio, Madrid",letter,1580,4,8,Toledo,Doña Isabel Osorio,Madrid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
337,"337. To Don Lorenzo de Cepeda, La Serna (Avila)",letter,1580,4,10,Toledo,Don Lorenzo de Cepeda,La Serna (Avila),0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
338,"338. To Lorenzo de Cepeda, La Serna (Avila)",letter,1580,4,15,Toledo,Lorenzo de Cepeda,La Serna (Avila),0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
339,"339. To Madre María de Cristo, Avila",letter,1580,4,16,Toledo,Madre María de Cristo,Avila,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
340,"340. To Padre Jerónimo Gracián, Madrid",letter,1580,5,5,Toledo,Padre Jerónimo Gracián,Madrid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
341,"341. To Don Pedro Juan de Casademonte, Medina",letter,1580,5,6,Toledo,Don Pedro Juan de Casademonte,Medina,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
342,"342. To Doña María Enríquez de Toledo, Duchess of Alba",letter,1580,5,8,Toledo,Doña María Enríquez de Toledo,Alba,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
343,"343. To Padre Jerónimo Gracián, Madrid",letter,1580,5,30,Toledo,Padre Jerónimo Gracián,Madrid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
344,"344. To Padre Jerónimo Gracián, Madrid",letter,1580,6,3,Toledo,Padre Jerónimo Gracián,Madrid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
345,"345. To Don Lorenzo de Cepeda, La Serna (Avila)",letter,1580,6,15,Segovia,Don Lorenzo de Cepeda,La Serna (Avila),0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
346,"346. To Don Lorenzo de Cepeda, La Serna (Avila)",letter,1580,6,19,Segovia,Don Lorenzo de Cepeda,La Serna (Avila),0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
347,"347. To Madre María de San José, Seville",letter,1580,7,4,Segovia,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
348,"348. To the Discalced Carmelite Nuns, Malagón",letter,1580,8,NA,Medina,the Discalced Carmelite Nuns,Malagón,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
349,"349. To the Widow of Juan Alonso Mejía, Valladolid",letter,1580,8,5,Medina,the Widow of Juan Alonso Mejía,Valladolid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
350,"350. To Madre María de San José, Seville",letter,1580,8,6,Medina del Campo,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
351,"351. To Sister Teresa de Jesús, Avila",letter,1580,8,7,Medina,Sister Teresa de Jesús,Avila,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
352,"352. To Don Gaspar Daza (?), Avila",letter,1580,8,8,NA,Don Gaspar Daza (?),Avila,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
353,"353. To Doña Juana de Ahumada, Alba",letter,1580,8,9,Valladolid,Doña Juana de Ahumada,Alba,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
354,354. To Don Diego Sarmiento de Mendoza,letter,1580,8,21,Valladolid,Don Diego Sarmiento de Mendoza,NA,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
355,"355. To Padre Jerónimo Gracián, Medina del Campo",letter,1580,10,4,Valladolid,Padre Jerónimo Gracián,Medina del Campo,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
356,"356. To the Discalced Carmelite Nuns at St. Joseph's, Avila",letter,1580,10,7,Valladolid,the Discalced Carmelite Nuns at St. Joseph's,Avila,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
357,"357. To Madre María de San José, Seville",letter,1580,10,25,Valladolid,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
358,"358. To Padre Jerónimo Gracián, Seville",letter,1580,11,7,Valladolid,Padre Jerónimo Gracián,Seville,1,1,StTeresaLetters2,damaged text. Original cannot be completely deciphered,"Kieran Kavanaugh, O.C.D.",,,
359,"359. To Padre Jerónimo Gracián, Seville",letter,1580,11,20,Valladolid,Padre Jerónimo Gracián,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
360,"360. To Madre María de San José, Seville",letter,1580,11,21,Valladolid,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
361,"361. To Madre Ana de la Encarnación, Salamanca",letter,1580,12,NA,Valladolid,Madre Ana de la Encarnación,Salamanca,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
362,362. To An Unidentified Person,letter,1580,12,10,Valladolid,NA,NA,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
363,"363. To Don Lorenzo de Cepeda (her nephew), Quito",letter,1580,12,27,Valladolid,Don Lorenzo de Cepeda (her nephew),Quito,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
364,"364. To Madre María de San José, Seville",letter,1580,12,28,Valladolid,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
365,"365. To Padre Juan de Jesús Roca, Pastrana",letter,1581,1,4,Palencia,Padre Juan de Jesús Roca,Pastrana,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
366,"366. To Madre María de San José, Seville",letter,1581,1,6,Palencia,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
367,"367. To Doña Juana de Ahumada, Alba",letter,1581,1,13,Palencia,Doña Juana de Ahumada,Alba,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
368,"368. To M. Ana de la Encarnación, Salamanca",letter,1581,1,NA,Palencia,M. Ana de la Encarnación,Salamanca,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
369,"369. To Doña Juana Dantisco, Madrid",letter,1581,1,NA,Palencia,Doña Juana Dantisco,Madrid,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
370,"370. To Doña Ana Enríquez, Valladolid (?)",letter,1581,2,NA,Palencia,Doña Ana Enríquez,Valladolid ,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
371,"371. To Padre Jerónimo Gracián, Alcalá",letter,1581,2,17,Palencia,Padre Jerónimo Gracián,Alcalá,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
372,"372. To Padre Jerónimo Gracián, Alcalá (?)",letter,1581,2,NA,Palencia,Padre Jerónimo Gracián,Alcalá ,1,1,StTeresaLetters2,"""probably incomplete""","Kieran Kavanaugh, O.C.D.",,,
373,"373. To Don Pedro Juan de Casademonte, Alcalá",letter,1581,2,NA,Palencia,Don Pedro Juan de Casademonte,Alcalá,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
374,"374. To Padre Jerónimo Gracián, Alcalá",letter,1581,2,NA,Palencia,Padre Jerónimo Gracián,Alcalá,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
375,"375. To Padre Jerónimo Gracián, Alcalá",letter,1581,2,NA,Palencia,Padre Jerónimo Gracián,Alcalá,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
376,"376. To Padre Jerónimo Gracián, Alcalá",letter,1581,2,21,Palencia,Padre Jerónimo Gracián,Alcalá,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
377,"377. To Padre Jerónimo Gracián, Alcalá",letter,1581,2,27,Palencia,Padre Jerónimo Gracián,Alcalá,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
378,"378. To Doña Ana Enríquez, Valladolid",letter,1581,3,4,Palencia,Doña Ana Enríquez,Valladolid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
379,"379. To Agustín Ahumada, Peru (?)",letter,1581,NA,NA,NA,Agustín Ahumada,Peru ,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
380,380. To Padre Jerónimo Gracián,letter,1581,3,12,Palencia,Padre Jerónimo Gracián,NA,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
381,"381. To Madre María Bautista, Valladolid",letter,1581,3,NA,Palencia,Madre María Bautista,Valladolid,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
382,"382. To Don Jerónimo Reinoso, Palencia",letter,1581,3,NA,Palencia,Don Jerónimo Reinoso,Palencia,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
383,"383. To Don Alonso Velázquez, Burgo de Osma",letter,1581,3,21,Palencia,Don Alonso Velázquez,Burgo de Osma,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
384,384. To Padre Jerónimo Gracián,letter,1581,3,23,Palencia,Padre Jerónimo Gracián,NA,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
385,385. To Madre María de San José,letter,1581,3,NA,Palencia,Madre María de San José,NA,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
386,"386. To Antonio Gaytán, Alba",letter,1581,3,28,Palencia,Antonio Gaytán,Alba,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
387,"387. To Don Jerónimo Reinoso, Burgos",letter,1581,4,NA,Palencia,Don Jerónimo Reinoso,Burgos,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
388,"388. To Don Jerónimo Reinoso, Burgos",letter,1581,4,24,Palencia,Don Jerónimo Reinoso,Burgos,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
389,"389. To Sister Ana de San Agustín, Villanueva de la Jara",letter,1581,5,22,Palencia,Sister Ana de San Agustín,Villanueva de la Jara,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
390,"390. To Padre Gracián, Salamanca",letter,1581,5,23,Palencia,Padre Gracián,Salamanca,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
391,"391. To Padre Jerónimo Gracián, Salamanca",letter,1581,5,25,Palencia,Padre Jerónimo Gracián,Salamanca,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
392,392. Addressee Unknown,letter,1581,5,25,Palencia,NA,NA,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
393,393. To a nun,letter,1581,NA,NA,NA,A nun,NA,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
394,"394. To Don Gaspar de Quiroga, Toledo",letter,1581,6,16,Soria,Don Gaspar de Quiroga,Toledo,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
395,"395. To Madre María de San José, Seville",letter,1581,6,16,Soria,Madre María de San José,Seville,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
396,"396. To Padre Jerónimo Gracián, Salamanca",letter,1581,6,27,Soria,Padre Jerónimo Gracián,Salamanca,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
397,"397. To Dionisio Ruiz de la Peña, Toledo",letter,1581,6,30,Soria,Dionisio Ruiz de la Peña,Toledo,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
398,"398. To Don Sancho Dávila, Salamanca",letter,1581,6,NA,Soria,Don Sancho Dávila,Salamanca,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
399,"399. To Dionisio Ruiz, Toledo",letter,1581,7,8,Soria,Dionisio Ruiz,Toledo,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
400,"400. To Don Jerónimo Reinoso, Palencia",letter,1581,7,8,Soria,Don Jerónimo Reinoso,Palencia,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
401,"401. To Don Jerónimo Reinoso, Palencia",letter,1581,7,13,Soria,Don Jerónimo Reinoso,Palencia,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
402,402. To Padre Jerónimo Gracián. Valladolid,letter,1581,7,14,Soria,Padre Jerónimo Gracián,Valladolid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
403,"403. To Padre Jerónimo Gracián, Salamanca",letter,1581,8,7,Soria,Padre Jerónimo Gracián,Salamanca,0,1,StTeresaLetters2,The autograph is incomplete,"Kieran Kavanaugh, O.C.D.",,,
404,"404. To Doña Juana de Ahumada, Alba",letter,1581,8,26,Segovia,Doña Juana de Ahumada,Alba,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
405,"405. To Madre María de San José, Seville",letter,1581,9,5,Villacastín,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
406,"406. To Don Jerónimo Reinoso, Palencia",letter,1581,9,9,Avila,Don Jerónimo Reinoso,Palencia,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
407,"407. To Dionisio Ruiz, Toledo",letter,1581,9,13,Avila,Dionisio Ruiz,Toledo,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
408,"408. To Padre Jerónimo Gracián, Salamanca",letter,1581,9,17,Avila,Padre Jerónimo Gracián,Salamanca,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
409,"409. To Sancho Dávila, Alba",letter,1581,10,9,Avila,Sancho Dávila,Alba,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
410,"410. To Padre Jerónimo Gracián, Salamanca",letter,1581,10,26,Avila,Padre Jerónimo Gracián,Salamanca,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
411,"411. To Don Gaspar de Quiroga, Toledo",letter,1581,10,30,Avila,Don Gaspar de Quiroga,Toledo,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
412,"412. To Madre María de San José, Seville",letter,1581,11,8,Avila,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
413,"413. To Don Martín Alonso de Salinas, Palencia",letter,1581,11,13,Avila,Don Martín Alonso de Salinas,Palencia,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
414,"414. To Don Juan de Ovalle, Alba",letter,1581,11,14,Avila,Don Juan de Ovalle,Alba,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
415,"415. To Don Pedro de Castro y Nero, Alba",letter,1581,11,19,Avila,Don Pedro de Castro y Nero,Alba,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
416,"416. To Don Pedro Castro y Nero, Avila",letter,1581,11,NA,Avila,Don Pedro Castro y Nero,Avila,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
417,"417. To Don Pedro Castro y Nero, Avila",letter,1581,11,28,Avila,Don Pedro Castro y Nero,Avila,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
418,"418. To Madre María de San José, Seville",letter,1581,11,28,Avila,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
419,"419. To Doña María Enríquez, Duchess, Alba",letter,1581,11,28,Avila,"Doña María Enríquez, Duchess",Alba,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
420,"420. To Don Juan de Ovalle, Alba",letter,1581,11,29,Avila,Don Juan de Ovalle,Alba,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
421,"421. To Padre Jerónimo Gracián, Salamanca",letter,1581,11,29,Avila,Padre Jerónimo Gracián,Salamanca,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
422,"422. To Padre Jerónimo Gracián, Salamanca",letter,1581,11,NA,Avila,Padre Jerónimo Gracián,Salamanca,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
423,"423. To Padre Jerónimo Gracián, Salamanca",letter,1581,12,1,Avila,Padre Jerónimo Gracián,Salamanca,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
424,"424. To Padre Jerónimo Gracián, Salamanca",letter,1581,12,4,Avila,Padre Jerónimo Gracián,Salamanca,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
425,"425. To Doña Beatriz de Castilla y Mendoza, Madrid",letter,1581,12,4,Avila,Doña Beatriz de Castilla y Mendoza,Madrid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
426,"426. To Padre Jerónimo Gracián, Salamanca",letter,1581,12,NA,Avila,Padre Jerónimo Gracián,Salamanca,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
427,"427. To Don Lorenzo de Cepeda (son), Quito",letter,1581,12,15,Avila,Don Lorenzo de Cepeda (son,Quito,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
428,428. To the prioress and discalced Carmelites of Soria,letter,1581,12,28,Avila,the prioress and discalced Carmelites of Soria,Soria,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
429,"429. To Dionisio Ruiz de la Peña, Toledo",letter,1582,1,8,Medina,Dionisio Ruiz de la Peña,Toledo,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
430,"430. To Doña Catalina de Tolosa, Burgos",letter,1582,1,16,Palencia,Doña Catalina de Tolosa,Burgos,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
431,"431. To Don Diego Vallejo, Soria",letter,1582,2,4,Burgos,Don Diego Vallejo,Soria,0,1,StTeresaLetters2,This damaged autograph is addressed to...,"Kieran Kavanaugh, O.C.D.",,,
432,"432. To Madre María de San José, Seville",letter,1582,2,6,Burgos,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
433,"433. To Don Martín Alonso de Salinas, Palencia",letter,1582,3,1,Burgos,Don Martín Alonso de Salinas,Palencia,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
434,"434. To Sisters María de San José and Isabel de la Trinidad, Palencia.",letter,1582,3,NA,Burgos,Sisters María de San José and Isabel de la Trinidad,Palencia,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
435,"435. To María de San José, Seville",letter,1582,3,17,Burgos,María de San José,Seville,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
436,"436. To Padre Ambrosio Mariano, Lisbon",letter,1582,3,18,Burgos,Padre Ambrosio Mariano,Lisbon,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
437,"437. To Madre Inés de Jesús, Palencia",letter,1582,3,26,Burgos,Madre Inés de Jesús,Palencia,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
438,"438. To Padre Nicolás Doria, Pastrana (?)",letter,1582,3,NA,Burgos,Padre Nicolás Doria,Pastrana ,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
439,"439. To Doña Beatriz de Ovalle, Avila",letter,1582,4,NA,Burgos,To Doña Beatriz de Ovalle,Avila,1,1,StTeresaLetters2,This is either a note or a fragment from a longer letter,"Kieran Kavanaugh, O.C.D.",,,
440,"440. To Don Diego de Montoya, Rome",letter,1582,4,NA,Burgos,Don Diego de Montoya,Rome,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
