"","year","batch","doc","barrier","penetration","barrier total.containeers","barrier total.enclosed openings in earth","barrier total.protective surfaces","barrier total.covered hidden etc","barrier total.special structures","barrier total.shell animal","barrier total._","penetration total.entranceways and openings","penetration total.permeable","penetration total.body orifices and use","penetration total.autopsy etc","penetration total.wounds and deformity","penetration total.spurt and excrete","penetration total.transparency","work","leisure","home","money","relig","death","negemo","posemo","anx","anger","sad","insight","cause","discrep","tentat","certain","see","hear","feel","body","health","sexual","ingest"
"1025",1580,46,"everything is arranged in the best way possible, my daughter. Do all this for me as a way of celebrating what I now wish to tell you.
6. You should know that five days ago our brother Fray Jerónimo Gracián received a letter from Fray Juan de Jesús in Rome. (Padre Gracián is now here, for he has accompanied me on this trip and been of great help to me in these business matters.) In the letter, Fray Juan tells Padre Gracián that the brief concerning the matter of our negotiations has been given to the king's ambassador in Rome to send to the king and that the brief was being brought in the same mail delivery as his own letter. And so we are certain that it is now in the hands of the king. In his letter Fray Juan gives a generous summary of the brief's content. May God be praised who has shown us so much favor. You can truly give him thanks.
7. Padre Fray Jerónimo told me that he would write to Padre Fray Gregorio. I don't know if he will be able to, because he is preaching today. If the mail service allows him the time, he will not fail to write. Otherwise you may give Fray Gregorio this news and my regards. Please God he is in good health, for I felt sorry about his illness. Write to me briefly if he is now well, for until knowing this I am not going to write to him. I also need to beg him to help you get this information I am asking of you. And tell me what kind of summer you're having, for I am afraid for you when I see how hot it is here, and let me know how Beatriz is doing and all the nuns. Give my best regards to them and especially to Mother Subprioress. Padre Nicolao is well, glory to God.
8. My health is reasonably good, along with many worries and trials, but they don't bother me much. May His Majesty be with you and preserve you for me. I feel so fortunate to have you there for these business matters from the Indies, for I think everything will be done well. Write to me also as to whether, when some money arrives, if I send you the authorization, you would be able to collect it for me and keep it in your house. Write at length about your health. May God bestow it upon you in",0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,1,1,3,7,0,5,19,2,1,1,9,5,9,10,6,1,0,4,1,4,0,0
"1026",1580,47,"the measure that I desire and the need that he sees, amen.
Today is the feast of the Transfiguration.
Your reverence's unworthy servant,
Teresa of Jesus 1. Jesus. The grace of the Holy Spirit be always with your honor. Because Father Rector and the prioress will tell you about how we arrived here, I will not enlarge on the matter.
2. I greatly desire to know how your health is and how your business affairs are going. I have more time here -- if I could benefit from it -- than anywhere else to pray for you. May it please our Lord that I be good for something, for there is no lack of desire in me that you have good health and much holiness. I am far better than I was there, although I have the usual ailments, especially the palsy; but without the fever and nausea that I had in Segovia, I am doing well.
3. When I arrived from Avila, they told me that the documents from Rome had arrived and were in accord with our proposal. I haven't heard anything more. I beg you, since this messenger has to return, to inform me about everything -- especially about your health.
4. The prioress is fine; she begs for your prayers. She carries out her office very well. May our Lord make you a great saint.
Today is the 8th.
Your honor's unworthy servant,
Teresa of Jesus 1. Jesus. The grace of the Holy Spirit be with your honor. My grief greatly increased at the thought of what you must be going through. May God be praised who in so many ways grants us favors. Believe, my sister, that suffering is a great favor. Reflect on how everything passes so quickly, as you have seen, and take heart; consider how the gain will be without end.
2. Since Juan de Ovalle is the messenger -- who will tell you what we spoke about -- and because it is almost one o'clock in the morning, I will not be long. If I succeed, Don Francisco will accompany Señor Juan de Ovalle, and if he doesn't go now, I'll try to get him to leave soon. You don't need to recommend that I do all that I possibly can.
3. It is very hard for me now to have to get involved in arranging a marriage after taking care of so many business matters; although I owe all this to the one who is in glory and to having been told that it is for God's service. Beseech",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,17,1,2,21,0,0,2,6,10,11,12,6,2,2,1,1,5,0,0
"1027",1580,48,"him that we might do what is right. I will inform you of what happens here.
4. My best regards to my niece and nephew. I entrust them to God, who is the one able to give them what they deserve, for to trust in creatures is of little worth.
5. May His Majesty be with you and watch over you for me. Give my regards to Mother Prioress and tell her I am well. I have some letters of hers here that I haven't been able to read since I arrived yesterday, for there are so many visitors and business matters to take care of -- and so neither am I able to write to her.
Your honor's unworthy servant,
Teresa of Jesus 1. May the Holy Spirit be always with your lordship, amen. I tell you that I cannot understand why these sisters and I delighted and rejoiced with such tender feeling in the favor you showed us with your letter. Although we receive many letters and are accustomed to receiving kindnesses and favors from persons of great merit, they don't move us the way all that comes from you does. It's a mysterious thing we do not understand. And this is a fact I have attentively observed in these sisters and myself.
2. We have only an hour to respond, and in my opinion we would need many hours, for they are anxious to do what you ask of them, and your godmother has the idea in mind that her words must be efficacious. If their effect were to be in conformity with the affection with which she utters them, I am truly certain that they would be beneficial. But this is a matter for our Lord, and only His Majesty can move hearts. It is a great favor he does us in giving you both good desires and insight into things, for in so great a mind it is impossible that God not bring these two about little by little. I can truthfully say that apart from the business that concerns the bishop, I do not now know anything else that gives my soul more joy than to see you master of yourself. Truly I have thought that only God can fulfill the desires of so courageous a person. And so His Majesty has done well in allowing that on earth you be overlooked by those who could have begun to satisfy some of those desires. You must pardon me, for I am sounding foolish. But how true it",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,11,0,2,28,1,0,0,10,5,11,9,10,2,2,1,1,1,0,0
"1028",1580,49,"is of the boldest and most miserable people that when you give them a little help they want a great deal more.
3. Padre Fray Gracián was delighted with your message, for I know of his love for you and that he has the desire to serve you whom he is obligated to -- and I believe even more so in your case. He recommends you to the prayers of the good persons with whom he deals. And he does so with such desire to help you that I hope in His Majesty these prayers will be heard. He told me one day that your being very good would not satisfy him but that he wants you to be very holy. My thoughts are lowlier. I would be happy if you were satisfied only with what is necessary for yourself and not extend your charity so much that you are trying to get things for others, and I see that if you took into account only your own repose, you could find it and become occupied in acquiring perpetual goods and serve the one who will keep you with him forever and never tire of bestowing his blessings on you.
4. We already knew when the feast of the saint you mention occurs. We have all agreed to receive Communion on that day for you and thereby settle our debt. We will celebrate that day with joy and in your honor, doing so as best we can. Through the other favors you have done for me, I have seen that I can ask you for many things if I have the need. But our Lord knows that the greatest favor you can grant me is to be where you cannot give me any of those of which you speak, even if you want to. Nonetheless, when I see myself in need I will turn to you as the lord of this house.
5. I am hearing about the effort María, Isabel, and your godmother are exerting in writing to you. As for Isabelita (de San Judas), since she is new, she is keeping quiet; I don't know what she will say. I am determined not to correct a word of theirs, so you must bear up with them since you ordered them to speak. Truly it is no small mortification to read foolishness, nor is it a small proof of your humility to be content with such miserable people! May our Lord make us resemble you so that you don't lose",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,3,9,0,5,21,2,0,4,9,3,16,8,8,3,6,0,0,1,1,0
"1029",1580,50,"the fruit of this good work by our not knowing how to beg His Majesty to repay you.
Today is Sunday. I don't know if it is 20 August.
Your lordship's unworthy servant and true daughter,
Teresa of Jesus 1. Jesus. The grace of the Holy Spirit be with mi padre, amen. Today, the feast of St. Francis, I received two letters from you in which I learned to my delight that your health is improving. Please God, it will always be good, as I beg of him. I have been very happy about the agreement, for it is a good one. Even if it were for less, litigation is not for us.
2. I am now well, we can say, and I eat better. The same is true of my weakness, for I am recovering some strength, although I don't dare write this myself. Little by little I will get well. Don't be distressed about my sickness; what you have gone through is enough.
3. Oh, how it bothered me that Mother Prioress in her letter did not mention anything about Don Luis, and how Señora Doña Juana is already better. Our María de San José is already up and around, her fever is gone, and her joyfulness makes it seem she hadn't suffered anything.
4. In regard to the letter of Pedro de Ahumada, there's no need to pay any attention to it. I thought it would be even worse. He was very wrong in not sending what they asked of him. Don Francisco will not be protected against him unless he turns over his affairs to me, for I am the one to whom Don Pedro will show some respect. That fortune must have diminished greatly, but it doesn't matter because of the gain in what is essential. Now that I am better, things will not bother me so much, for sickness must greatly weaken the heart, especially for anyone who has a heart like mine. Don't think, though, that I am foundering completely.
5. Teresita's letter pleased me very much as did also the news that Don Francisco is happy and healthy. May God guide him. If Pedro de Ahumada is making the journey on his old nag, it ought to be left with Don Francisco, and Don Pedro should be sent on with a rented mule. But he is so disagreeable that I don't believe he will consent to the idea. The horse does nothing but add to his expenses. And so Don Francisco should tell him that he will",0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,4,8,0,10,22,1,3,1,9,7,10,11,7,0,1,0,2,7,0,2
"1030",1580,51,"not be given lodging at La Serna; and that will put an end to his comings and goings. He should bear with him as best he can without giving him anything or signing anything for him. He should tell him that he will always be given what my brother left him -- which is carefully set down -- and remind him that those at La Serna gave him a hundred reales at the request of the prioress. I don't know how he can say that he hasn't been given anything. This melancholy of his is a real trial. And my head is in such a condition that although I am not writing this myself, I am not able to go on as long as I would desire. May God watch over you and make you as holy as I beg of him.
6. Give my regards to those lords and to Mother Prioress, Inés de Jesús. San Bartolomé asks for your prayers and is much consoled to hear that you are well.
7. I very much want Don Francisco to be firm with Pedro de Ahumada, asking him why he won't agree with Perálvarez in the management of the property. They stand in the way of each other. Although Pedro de Ahumada says he is doing something, he doesn't do anything. An administrator is needed both for what Francisco de Salcedo left to the nuns and for this property, and then we wouldn't have to worry so much.
8. In no way should Don Francisco hold back from telling Pedro de Ahumada about his desire to change his state in life (and even tell him more if he can). Things can no longer be concealed, as you mention, for that little page has gone around talking about it. And he will talk more there; he knows well how to exaggerate. The Lord Licentiate Godoy told me here that he had heard it from the former magistrate in Avila and that other persons had told him about it here, and so it is already public knowledge. There is no reason for keeping secret what is going to be done. As soon as it is known for certain, everyone will keep quiet. Given his character, I don't think it will matter to Don Francisco. He wrote me a letter that made me praise God. May God be with you.
9. I am afraid lest that little mule not be good for you, and I think it would be right for you to buy a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,9,0,3,9,2,0,1,8,7,11,9,3,1,5,0,1,1,0,0
"1031",1580,52,"new one. If this is true, someone can be found to lend the money. I will send the amount to you as soon as we can collect it. Or sell the old horse if Pedro will let go of it. My only fear, mi padre, is that you will buy something that will throw you to the ground. Since that mule is so little, I don't fear your being thrown off. Nor do I think it would be good for Don Francisco to journey to the monastery on an animal that he is not going to donate when he receives the habit. Consider what is the best thing to do in everything, and stop being timid, for you kill me with that.
Your paternity's unworthy daughter,
Teresa of Jesus
10. Read to Don Francisco the part here about Pedro de Ahumada. See if the best thing wouldn't be for you to send him to me, for here we can come to some agreement. 1. Jesus be with your reverences, amen. My health is not good, but even if it were very good, I would have no reason for feeling secure about a life that comes to an end so quickly. As a result, I thought of writing to you this report about what should be done if, please God, Don Francisco makes his profession of vows.
2. The documents concerning the legacy for your house are definitive. God knows the care and labor it cost me to get them to this point. Blessed be God who has done this; they state matters most firmly. We are keeping them in this house in the chest with three keys. Because I need them at times, I am not sending them now. With them is my brother's will (may he be in glory) and everything else that was necessary for making it legal. These documents will be delivered to you from here, for it wouldn't be suitable that they be kept anywhere else than in your house, and safely guarded in the chest with three keys.
3. If Don Francisco should make his profession, you will have to find out what is in his will and give him from the annual income all that he needs to spend, for in his will he can only dispose of this year's income and, I believe, movables.
4. Then the property has to be divided between Don Lorencio and Teresa de Jesús. Until she makes profession, she can dispose of her part as she wishes. Clearly she will do what",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,3,8,8,1,4,13,3,1,0,9,8,15,13,7,1,0,1,2,2,0,0
"1032",1580,53,"you tell her, but it is only right that she remember her aunt Doña Juana who is in such need. Once she has made profession everything goes to the house.
5. Don Lorenzo's part will be entrusted to the same administrator, who will give a separate account of everything that is spent. As for how the money is to be spent, the prioress and nuns have nothing more to do than abide by what the will says.
6. First of all the chapel my brother wanted -- may he be in glory -- must be built. What is left from the four hundred ducats owed by the Seville Carmel should be spent on behalf of Lorenzo for the altarpiece, the grilles, and everything necessary. The prioress has already informed me that she will send at least two hundred ducats soon.
7. It seems to me the will says -- I don't remember well -- that in the distribution of Don Lorenzo's revenues, I should in some things do what I think best. I say this because I understand my brother's desire was to construct the vault of the main chapel according to the drawing that was made for this and that you all saw. By my signature here, I affirm that it is my will that in building the chapel for my brother -- may he be in glory -- the said vault of the main chapel be constructed and an iron grille made, not the most costly but well fashioned and pleasing to the eye.
8. If Don Lorenzo is called from this world by God and doesn't have any children, then the main chapel should be built as the will directs. Be careful not to trust the administrator too much, but seek to have the chaplains go frequently to La Serna to observe how well it is producing. For this property should be valuable, and if one is not very careful, it will quickly go to ruin. In conscience you are obliged not to let that happen.
9. Oh, my daughters, how much weariness and strife these temporal possessions carry along with them! I have always thought this, and now I know it through experience; so much so that in my opinion all the worries that I have had in regard to these foundations in a way have not troubled and tired me out as much as this obligation. I don't know whether my grave illness might have been the cause -- certainly it contributed. Pray to God that he might",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,8,11,1,4,12,1,0,2,9,10,10,12,10,2,4,0,1,2,0,0
"1033",1580,54,"make use of these worries for his service -- this was the main reason I put all my heart into the task -- and pray much for me to His Majesty, for I never thought I loved you so much. May he direct everything for his greater honor and glory and not let temporal riches take poverty of spirit away from us.
On the 7th day of October in the year 1580.
Your reverence's servant,
Teresa of Jesus
Keep this report in the chest with the three keys. For the Prioress of St. Joseph's.
1. Jesus. The grace of the Holy Spirit be with your reverence, my daughter. I received your letters and the one from Mother Subprioress, and although they were really old ones, I rejoiced to see a letter from you. But my happiness was tempered when I learned of your poor health. A letter you wrote to Padre Nicolao -- the first part of October -- consoled me very much, because in it you say that you are better. Please God you will go on improving. Don't think those swellings are always caused by dropsy. Here there are nuns who suffer from them and have suffered from them, and some are now better and others are on the way to getting better. At any rate, don't fail to take care of yourself and avoid whatever the doctor says is harmful for you, even if you do so for no other reason than to make me happy and not add to the trials that I am undergoing up here.
2. As for me, I have been among the sick since I came to Valladolid. This is why I haven't written you. My head is still so weak that I don't know when I will be able to write in my own hand. But my secretary is so good that I can trust her as much as myself. You should know that I was so sick they didn't think I would live. Now I have been without a fever for some days. I don't know why God leaves me here unless so that during this year I might see his servants die, which is a great torment for me. The death of Padre Soto didn't grieve me too much. But I am distressed over what Padre Gregorio and the others at Los Remedios are suffering. This plague has been all over, and so there is no reason for us to be surprised, but to praise God, for even though there has been great",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,11,4,10,19,3,0,5,10,11,3,7,5,2,2,1,4,6,1,0
"1034",1580,55,"suffering in these monasteries, no discalced nun has died. The good María del Sacramento has been anointed in Alba. Pray very much to God for her, and for me that I might serve God in some way, since he has left me here.
3. What you told me about the former prior of Las Cuevas grieved me very much. For the love of God don't fail to console him in every way you can and send him many greetings on my part -- because of my being so weak I am not writing to him -- and for my Padre Rodrigálvarez compose a special message and give it to him on my part. I see that Father Prior in Pastrana loves you all so much that he doesn't fail to write often about the things going on here, which consoles me greatly.
4. As for what concerns Beatriz, you did the right thing in burning that document, and be sure not to speak about it with her or with anyone. If God is pleased to grant us the favor of seeing this province established, then the decision can be made what should be done about this sister, for as I have often said, it is not good that she go unpunished.
5. I am surprised that there is no message from the Indies for my brother (may he be in glory). At least there should be some letters, for I don't think it is possible that no letters have been written to him. Let me know when the fleet is leaving and if you have remembered what I wrote you about from Segovia, that you try to get information through anyone coming from Ciudad de los Reyes as to whether a gentleman from Salamanca, Diego López de Zúñiga, is alive. If he is dead get two witnesses to testify to this, for he is the one who has to sell us the house for the nuns in Salamanca; they don't have another one, and I fear lest the community will have to be disbanded on this account.
6. Beg and beseech Señor Horacio de Oria to look into this for me and ask him to pray for me and tell him I am careful to do so for him and that I am asking this of him because it is for God's service.
7. Remember to find me a trustworthy messenger through whom I can write to Ciudad de los Reyes in Peru and to the city of Quito. And don't forget to",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,2,10,4,6,12,1,0,4,7,4,5,14,3,3,2,0,0,2,2,0
"1035",1580,56,"inform me of when the fleet is leaving early enough in advance. There is a regular mail delivery here, for I continually received many letters from this house when I was down there. Or, inform our Padre Nicolao. I am sending him this letter so as to be sure that you inform him.
8. My head is so weak that even dictating tires me, for this is not my only letter today. The nausea I experienced was so great that it weakened me more than the fever.
9. Give my best regards to Mother Subprioress and to all the nuns. I tell you that I have a great desire to see all of you. Everything is possible with God. May His Majesty watch over you as I beg of him, and make you very holy. Let me know if the swelling and the thirst decrease somewhat. All the nuns in this house are praying very much for you. They were amused about the Moriscos. If you don't write to me in your own hand, don't worry about it, for you can trust the subprioress in everything.
On the 25th of October.
Your reverence's servant,
Teresa of Jesus
10. My best regards to San Francisco -- whose letter provided great recreation; and many regards to Sister Juana de la Cruz and the Portuguese nun; and ask all the nuns to pray for Padre Fray Pedro Fernández, for he is nearing the end. We owe him very much and will now miss him greatly. I am sorry about my Padre Gregorio; I would like to be able to write to him. Tell him that this is how saints are made, and I say the same to you, my daughter. I can't get used to not writing you in my own hand. 1. ... tired as I am, I find rest in writing to your reverence in my own hand.
2. Velasco sent you one letter, and Padre Nicolao sent another to Salamanca. I opened the latter consisting entirely of suggestions that arrived too late for the matter concerned, so I tore it up. Within it was one from Padre Gregorio in which he told you that he was leaving for Almodóvar to await the convocation of the chapter. He was afraid of leaving his house and going without permission. It made me sad. Tell me what you know about this and if they have found any trace of Fray Bartolomé de Jesús.
3. Father Vicar, Fray Angel, left here for Madrid about fifteen days ago. He left in",0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,1,11,0,7,9,2,0,2,7,5,5,8,8,2,1,3,5,7,0,1
"1036",1580,57,"a hurry. Since Methuselah is now stirring, I wouldn't want it to be against us. It would be nice to know their intentions as you have known them. I also received the note that came with my letter.
4. I wrote what precedes this yesterday. Today the mail came and with it definite news that although he is not dead, no hope remains that Padre Fray Pedro Fernández will live ...
5. I have a great desire to know how your trip to Seville went, especially when I think of the dangerous creeks. For the love of God, write to me through all possible means. They tell me the mail comes up here from down there. I will find out, but until I know for certain, I will not send this except through Señora Doña Juana de Antisco. Try to find out yourself and then write to me by that means. For all this is necessary in order that I get well completely, although I'm feeling well now since I'm writing such a long letter.
6. You should know that Padre Mariano wrote informing me of the important reason why Padre Macario should be provincial and that I should urge this. What a life! They are great friends. This changeableness frightens me. And I with each passing day become more opposed to this, while he pushes ahead with his usual zeal.
7. Remain with God, mi padre, and answer me about Palencia. May His Majesty grant you what I beg of him and repay you for your charity in writing to me so often after your departure, which was a good while ago.
Today is 8 November.
Your reverence's daughter,
Teresa of Jesus
8. Let me know when the fleet will be leaving, for I must write to Don Lorencio. And ask if there is any traveler going to Quito. 1. Jesus. The grace of the Holy Spirit be with your paternity. This letter is not in my own hand because I wrote a great deal to Avila today and my head is tired out. Yesterday I wrote to you through Señora Doña Juana de Antisco, and before that I wrote you another very long letter. Please God it arrived there better than yours are arriving here -- if you wrote any -- for I worry very much until I know whether you arrived there safely. I am writing now so that you will know about the mail delivery between here and there and not fail to use it to write to me. I am well,",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,7,1,4,19,2,1,1,18,8,11,8,7,0,0,2,2,2,1,0
"1037",1580,58,"glory to God, and the fever has also left Sister María de San José.
2. What I mentioned in yesterday's letter is the story of Don Francisco, which has astonished us all. It would seem they undid him so as to remake him into a different person. I am not surprised about his behavior toward his relatives, but I am surprised that God so abandons a creature who was desiring to serve him. Great are God's judgments. I felt great pity when I saw him. He is now actively engaged in managing his property and is attached to it, and he is so afraid of speaking with either discalced friars or discalced nuns that I don't think he would want to see any of us, and least of all me. They say that he claims he is afraid that the desire he had will return. In this is seen the great temptation to which he must be prey. I beg you to recommend him to God and show him compassion. He is looking to get married, but not outside Avila. It will be a poor marriage, for he is not without his regrets. The fact that you and Padre Nicolao abandoned him so soon must have influenced his decision very much. And that house in Pastrana isn't very enticing, in my opinion. A great burden has been lifted from me.
3. The chapel is again on track, for Padre Fray Angel wrote me about it yesterday. It all tires me out very much. He never did go to Madrid, for he is coming now to San Pablo de la Moraleja. He says that the general has sent him the acts of the chapter. Padre Pedro Fernández is not dead; he is doing very poorly. Here most of the sisters are well and want to know about you. And my secretary and Madre Inés de Jesús kiss your hands.
4. Since I think you will be concerned about what was paid to Godoy, you should know that I gave orders for it to appear to be a loan, and so as matters ended up he owed me more than I did him.
It is after Matins and the eve of Our Lady of the Presentation, a day I will not forget, for that was the day the near riot broke out when you presented the brief to the Carmel there. May God watch over you and make you as holy as I beg of him, amen.
Your paternity's unworthy servant and daughter,
Teresa of Jesus
5.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,1,5,11,1,8,12,2,0,5,7,3,10,7,7,5,3,2,1,2,1,0
"1038",1580,59,"God willing, this letter will be legible considering the haste with which it was written. Francisco is very disturbed, and I have learned that he suffers from stomachaches, headaches, and a weak heart. God granted me a great favor by his not taking the habit. He mentioned often in Avila that nobody forced him to do anything. I tell you, mi padre, that I always feared what I now see. I don't know why, but I have felt relief not to have to be responsible for him, even though he says that with regard to his marriage he will not do anything that I would not want. But I fear he will find little happiness. And so if it were not for the fact that I might appear to be displeased over what he has done, I wouldn't bother with what he is planning.
6. If you saw the letter that he wrote me from Alcalá and Pastrana you would be amazed by his happiness and the haste with which he wanted me to intervene on his behalf so that they give him the habit. He must have undergone a fierce temptation. But I did not speak to him about this, because he was very upset and a relative of his was with him. He must feel very embarrassed. May God provide, and may he watch over you. In my opinion he would have been a holy man among holy men. I hope in God for his salvation, for he does have a fear of offending God.
7. Your companion, San Bartolomé, sends her best regards, and she has a great concern and desire to know how you fared along those roads and without us, for here we do very poorly without you; it seems we have been left in a desert. Sister Casilda de la Concepción sends you her regards.
8. May our Lord keep you for us and allow us to see you soon, padre mio, amen. So as not to tire you, I'll say no more.
Your paternity's unworthy subject, Ana de San Bartolomé.
9. If you learn anything about the good Fray Bartolomé de Jesús, let me know, for this would be very consoling to me. 1. ... I should extend my best wishes ... nonetheless both made me happy. Some day would you go to see for me the nun who recently received the veil and speak at length with her and ask her to pray for me, as well as for all these business matters connected with",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,2,13,0,10,13,6,2,1,10,6,17,16,5,5,4,2,2,3,0,0
"1039",1580,60,"the order. May the Lord make her very holy, and Señora Doña Catalina as well; give her my regards.
2. It is a special mortification for me to see the reputation we have for our poverty while we live in comfort, for as the nuns will affirm we have plenty of food and good accommodations. Some little things ... such that we do not make a big issue of it ... we have more than we need ..., and we send it to our discalced brothers ... Fray Gregorio who is ...
3. I believe that Beatriz will be an honor to you since you do so much for her progress. I was most consoled by what your honor said and that she has not disappointed Mother Prioress. You tell me that at the turn she is a person of few words. Would you tell the prioress -- for I forgot -- to let her remain in that office; reserve is an important virtue for the portresses in our houses. Here I have forbidden Alberta, who is the portress, to speak except in response to what she hears; and if they ask or speak about other things she is to say that she does not have permission for this. In such a way people are more edified than by a lot of talk.
4. Since I am writing a long letter to Mother Prioress (fortunately I can do so since there are no other letters to write) and she can tell you whatever I've not mentioned here, I'll say no more than to ask you not to fail to write to me from time to time, for your letters bring me much consolation. May God be pleased to give you what I desire for you.
Your honor's unworthy servant and daughter,
Teresa of Jesus, Carmelite For Mother Prioress of St. Joseph's in Seville.
1. Jesus. The grace of the Holy Spirit be with your reverence, my daughter, amen. I long to know how your health is. For the love of God, take good care of it, for I worry much over this. Let me know how you feel and how consoled you now are to have our Padre Gracián with you. For it is a comfort to me to think of the relief you will find in having him there for everything. I am better, thanks be to God.
2. I am getting to feel like myself again, although there is no lack of something to suffer with my continual illnesses and cares, which are",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,1,11,0,5,21,1,0,3,7,9,5,8,1,1,6,2,0,2,1,1
"1040",1580,61,"never wanting. Pray for me, and write to let me know what I should do about these documents you sent me; they're worth nothing for legally withdrawing money. See what can be done, and try to find some aspirant so as to pay the money needed to build the chapel my brother wanted, for one can no longer fail to begin the construction. I don't have any resources here, for which I am very sorry. I can't do anything more than entrust everything to God that he will provide, as he can.
3. As for the order's business affairs, there is nothing new to say for now. When there is something, you will hear of it from our Padre Gracián. My best regards to all the sisters. Please God they will enjoy the health I desire for them.
4. I have already written you that the one in Toledo who owes you the money is taking his time, and he is a judge for the archbishop. I don't know how anything can be collected from him except amicably. If Padre Nicolao, when he goes there, should want to stay a few days and inquire about the matter with him, perhaps something could be worked out. I had thought that something could be done about this once Francisco's plan to enter religious life was carried out. Everything is breaking down. May God work it out as he can and give you the health that I beg of him.
5. Since there is mail delivery to this city, don't fail to make use of it and write me, and tell our padre to do so, and let Mother Subprioress inform me about how the nuns are getting along with him, and if he is well, and tell her she should write me a long letter about everything so that you don't tire yourself.
6. For goodness' sake be on guard for there is someone in the house who thinks that what amounts to nothing is a serious matter. And let me know how this poor soul is doing, and how Father Prior of Las Cuevas is. Have our padre go to see him and give him my best wishes and also to Padre Rodrigálvarez, who made me happy with his message. My head doesn't permit me to write to him. Let me know how San Jerónimo is. My regards to her and to Sister San Francisco.
Today is the feast of the Presentation of Our Lady.
Your reverence's unworthy servant,
Teresa of Jesus
All of you pray hard",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,1,8,10,0,4,8,0,0,2,9,10,13,12,6,2,2,1,1,4,0,0
"1041",1580,62,"for the affairs of the order. 1. Jesus. The grace of the Holy Spirit be with your honor. I don't know how to answer someone with so much humility as is shown in your letter and so much graciousness as well, for I do not deserve to be so treated. May our Lord answer for me, and His Majesty repay you, for he has been pleased that I be unable to serve you in any of the ways that I would like, which would be such a blessing for me. I don't deserve anything more. May he be blessed for everything.
2. From the letter accompanying this one, you will see how Don Francisco's choice of a state in life did not depend on any opinion of mine. And by my entrusting the letter to you will be seen my esteem for you. And so I beg you ...
3. ... And it seemed the same to all of us, especially Don Francisco, who showed himself to be what he is, your servant, and with great happiness to be so, and with little desire for Madrid. And that was the conclusion, and he wanted it very much; and I believe he truly did. And so I am not astonished by any signs that may have been given; I trust in your great prudence that this will not take away one iota of the great value you find in him. Nonetheless, I felt deep regret.
4. Since Diego de Tapia went to Madrid and saw such a tangled mess and what little attention was paid to it, he was astonished and wrote to me at once about what was going on. When I wrote to Avila by way of the commander, I did so in order to find out what took place and inform those who were not in Madrid. But they were already gone. On the feast of the Immaculate Conception of Our Lady, they gave me some letters ...
5. ... it was neither Don Francisco's will nor mine that the matter not be brought to completion, for we are not failing to consider your rank as lord. You can be certain that what I can do, which is to recommend you to our Lord in my poor prayers, I will do from here on, and consider myself your servant.
May His Majesty preserve your illustrious honor with much holiness. Amen.
Today is 10 December ... 1. Jesus. The grace of the Holy Spirit be with your honor, my son. You can well",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,13,0,3,20,0,0,2,14,4,5,13,4,3,0,1,0,1,0,0
